Income_mean,Income_last,Total Business Value_sum,Total Business Value_min,Total Business Value_max,Total Business Value_mean,Total Business Value_last,City_last,Education_Level_last,Joining Designation_last,Age_max,Grade_min,Grade_max,Grade_mean,Grade_last,Quarterly Rating_max,Gender_last,churn,rating_change,income_change,days_worked,current_month
22755.0,22755.0,6962550.0,0.0,3295370.0,497325.0,281380.0,29,1.0,1.0,34.0,1.0,1.0,1.0,1.0,4.0,1.0,1,0,0,631,2
31224.0,31224.0,7539490.0,0.0,1120560.0,471218.125,0.0,10,2.0,1.0,41.0,1.0,1.0,1.0,1.0,4.0,0.0,1,0,0,678,4
76308.0,76308.0,4101720.0,97220.0,1103240.0,410172.0,343160.0,24,2.0,1.0,39.2,2.0,2.0,2.0,2.0,3.0,0.0,1,0,0,495,10
102077.0,102077.0,36351110.0,-414250.0,3053510.0,1514629.5833333333,2013180.0,24,1.0,1.0,31.0,3.0,3.0,3.0,3.0,4.0,0.0,0,0,0,1129,12
126132.33333333333,132577.0,69867900.0,0.0,17651940.0,2911162.5,1453220.0,14,2.0,1.0,43.0,3.0,4.0,3.4166666666666665,4.0,4.0,0.0,0,0,0,940,12
30312.0,30312.0,1273170.0,0.0,650990.0,254634.0,0.0,13,2.0,1.0,30.0,1.0,1.0,1.0,1.0,2.0,0.0,1,0,0,347,5
69457.0,69457.0,0.0,0.0,0.0,0.0,0.0,6,1.0,3.0,31.0,3.0,3.0,3.0,3.0,1.0,0.0,1,0,0,60,12
65189.0,65189.0,950940.0,0.0,950940.0,158490.0,950940.0,28,2.0,3.0,32.0,3.0,3.0,3.0,3.0,2.0,1.0,0,1,0,151,12
65813.0,65813.0,476010.0,0.0,285830.0,119002.5,0.0,14,1.0,2.0,28.0,2.0,2.0,2.0,2.0,2.0,1.0,1,0,0,94,11
68070.0,68070.0,300000.0,0.0,300000.0,100000.0,0.0,5,1.0,3.0,32.0,3.0,3.0,3.0,3.0,1.0,0.0,1,0,0,56,5
32865.0,32865.0,4277730.0,-325140.0,1460000.0,305552.14285714284,-325140.0,18,1.0,2.0,41.0,2.0,2.0,2.0,2.0,3.0,1.0,1,0,0,398,8
57375.0,57375.0,650020.0,0.0,350020.0,108336.66666666667,0.0,14,1.0,2.0,33.0,2.0,2.0,2.0,2.0,1.0,1.0,1,0,0,139,10
13427.0,13427.0,0.0,-155610.0,155610.0,0.0,-155610.0,27,0.0,1.0,22.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,87,3
72888.0,72888.0,2422230.0,150470.0,966340.0,484446.0,150970.0,26,0.0,2.0,32.0,2.0,2.0,2.0,2.0,3.0,0.0,0,0,0,116,12
59182.0,59182.0,0.0,0.0,0.0,0.0,0.0,15,0.0,2.0,33.2,2.0,2.0,2.0,2.0,1.0,0.0,1,0,0,86,2
92372.0,92372.0,21755910.0,0.0,6718850.0,1208661.6666666667,1270000.0,29,2.0,4.0,35.0,4.0,4.0,4.0,4.0,3.0,0.0,0,1,0,517,12
45988.0,45988.0,994690.0,0.0,657770.0,198938.0,0.0,28,0.0,2.0,44.0,2.0,2.0,2.0,2.0,1.0,1.0,1,0,0,194,5
12906.0,12906.0,359890.0,359890.0,359890.0,359890.0,359890.0,15,0.0,1.0,27.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,173,1
62100.0,62100.0,150110.0,0.0,150110.0,50036.666666666664,0.0,17,2.0,1.0,28.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,38,11
77544.0,77544.0,5227340.0,-58440.0,1521760.0,746762.8571428572,1521760.0,8,2.0,3.0,35.0,3.0,3.0,3.0,3.0,3.0,0.0,0,0,0,187,12
42171.0,42171.0,338290.0,0.0,231860.0,112763.33333333333,0.0,25,2.0,1.0,36.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,125,3
28000.0,28000.0,866270.0,0.0,484060.0,288756.6666666667,382210.0,21,1.0,1.0,30.0,1.0,1.0,1.0,1.0,2.0,0.0,0,0,0,54,12
53039.0,53039.0,1498500.0,0.0,503500.0,136227.27272727274,0.0,20,0.0,1.0,37.8,2.0,2.0,2.0,2.0,2.0,0.0,1,0,0,587,1
89367.0,89367.0,110310.0,0.0,110310.0,55155.0,0.0,5,0.0,3.0,49.0,3.0,3.0,3.0,3.0,1.0,1.0,1,0,0,74,2
131347.0,131347.0,3190010.0,0.0,845500.0,319001.0,582010.0,14,0.0,4.0,34.0,4.0,4.0,4.0,4.0,2.0,0.0,1,0,0,924,12
48687.0,48687.0,1852590.0,0.0,556710.0,308765.0,300560.0,19,0.0,3.0,37.0,3.0,3.0,3.0,3.0,2.0,0.0,0,1,0,157,12
121816.94444444444,127826.0,33823290.0,0.0,14620880.0,1879071.6666666667,964430.0,29,1.0,4.0,35.0,4.0,5.0,4.388888888888889,5.0,4.0,0.0,0,0,0,510,12
29985.0,29985.0,0.0,0.0,0.0,0.0,0.0,8,0.0,1.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,102,3
80223.0,80223.0,11723470.0,0.0,1490080.0,488477.9166666667,458720.0,19,2.0,1.0,36.0,1.0,1.0,1.0,1.0,4.0,1.0,0,1,0,866,12
84318.0,84318.0,22791310.0,-157620.0,7612390.0,1199542.6315789474,0.0,1,1.0,1.0,38.0,2.0,2.0,2.0,2.0,4.0,1.0,1,0,0,1072,7
57987.0,57987.0,0.0,0.0,0.0,0.0,0.0,4,0.0,2.0,41.0,2.0,2.0,2.0,2.0,1.0,0.0,1,0,0,79,1
31644.0,31644.0,134660.0,0.0,134660.0,44886.666666666664,0.0,18,1.0,1.0,35.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,55,3
83992.5,89592.0,49225520.0,246000.0,7799990.0,2051063.3333333333,1750000.0,20,0.0,1.0,48.0,3.0,4.0,3.25,4.0,4.0,1.0,0,0,0,1537,12
19818.0,19818.0,-439300.0,-439300.0,0.0,-146433.33333333334,0.0,11,2.0,1.0,32.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,302,3
62376.0,62376.0,0.0,0.0,0.0,0.0,0.0,9,2.0,1.0,27.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,4,12
93931.0,93931.0,12293120.0,50000.0,2330040.0,512213.3333333333,323370.0,6,0.0,1.0,38.6,3.0,3.0,3.0,3.0,3.0,0.0,0,0,0,1677,12
66502.0,66502.0,193940.0,0.0,193940.0,38788.0,0.0,27,2.0,2.0,33.0,2.0,2.0,2.0,2.0,1.0,0.0,1,0,0,123,6
69539.0,69539.0,11718580.0,0.0,1553740.0,651032.2222222222,0.0,7,1.0,2.0,30.0,2.0,2.0,2.0,2.0,3.0,1.0,1,0,0,672,6
104286.0,104286.0,0.0,0.0,0.0,0.0,0.0,4,2.0,3.0,27.0,3.0,3.0,3.0,3.0,1.0,1.0,0,0,0,12,2
65982.0,65982.0,12543500.0,0.0,2620440.0,522645.8333333333,850760.0,28,2.0,1.0,41.0,2.0,2.0,2.0,2.0,3.0,0.0,0,0,0,698,12
79288.0,79288.0,26764890.0,321370.0,3943140.0,1163690.8695652173,538920.0,29,0.0,1.0,32.0,3.0,3.0,3.0,3.0,4.0,0.0,0,0,0,1872,12
64604.0,64604.0,4640080.0,0.0,2083060.0,421825.45454545453,0.0,7,1.0,2.0,39.4,2.0,2.0,2.0,2.0,3.0,1.0,1,0,0,293,9
19235.0,19235.0,0.0,0.0,0.0,0.0,0.0,20,1.0,1.0,35.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,86,1
54103.0,54103.0,188780.0,0.0,188780.0,94390.0,0.0,20,2.0,3.0,43.0,3.0,3.0,3.0,3.0,1.0,0.0,1,0,0,253,2
42242.0,42242.0,193580.0,0.0,193580.0,64526.666666666664,193580.0,14,2.0,2.0,28.0,2.0,2.0,2.0,2.0,1.0,0.0,0,0,0,45,12
59216.0,59216.0,592270.0,0.0,289800.0,98711.66666666667,0.0,5,2.0,2.0,35.0,2.0,2.0,2.0,2.0,1.0,1.0,1,0,0,154,10
39884.0,39884.0,2365930.0,0.0,1168360.0,394321.6666666667,0.0,18,2.0,2.0,25.0,2.0,2.0,2.0,2.0,2.0,1.0,1,0,0,134,12
63918.0,63918.0,17959920.0,0.0,3159380.0,748330.0,754840.0,3,2.0,1.0,34.0,2.0,2.0,2.0,2.0,4.0,0.0,0,0,0,929,12
105946.0,105946.0,43531510.0,-1629620.0,9000000.0,1813812.9166666667,2667530.0,21,0.0,2.0,37.0,4.0,4.0,4.0,4.0,4.0,0.0,0,0,0,808,12
114648.0,114648.0,0.0,0.0,0.0,0.0,0.0,14,1.0,4.0,32.0,4.0,4.0,4.0,4.0,1.0,0.0,1,0,0,24,8
56687.0,56687.0,153300.0,0.0,153300.0,51100.0,153300.0,7,0.0,2.0,29.0,2.0,2.0,2.0,2.0,1.0,1.0,0,0,0,61,12
77177.0,77177.0,3133680.0,0.0,750520.0,313368.0,0.0,9,2.0,1.0,39.0,2.0,2.0,2.0,2.0,2.0,0.0,1,0,0,477,10
89013.0,89013.0,0.0,0.0,0.0,0.0,0.0,24,1.0,3.0,37.0,3.0,3.0,3.0,3.0,1.0,1.0,1,0,0,113,8
115159.0,115159.0,750000.0,0.0,750000.0,75000.0,0.0,23,2.0,3.0,34.0,3.0,3.0,3.0,3.0,1.0,0.0,1,0,0,278,6
25950.0,25950.0,8688020.0,-300000.0,3000000.0,579201.3333333334,-300000.0,16,0.0,1.0,42.0,1.0,1.0,1.0,1.0,4.0,0.0,1,0,0,426,9
49509.0,49509.0,0.0,0.0,0.0,0.0,0.0,22,2.0,1.0,25.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,65,12
49510.0,49510.0,0.0,0.0,0.0,0.0,0.0,2,2.0,1.0,35.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,219,1
119341.0,119341.0,36029220.0,0.0,11894240.0,2251826.25,1310090.0,6,1.0,3.0,37.0,3.0,3.0,3.0,3.0,4.0,0.0,0,0,0,459,12
62298.0,62298.0,3248870.0,0.0,1572150.0,541478.3333333334,0.0,3,0.0,2.0,45.0,2.0,2.0,2.0,2.0,3.0,1.0,1,0,0,512,6
58977.0,58977.0,6131430.0,0.0,2883920.0,408762.0,0.0,2,1.0,2.0,28.0,2.0,2.0,2.0,2.0,3.0,0.0,1,0,0,430,8
29408.0,29408.0,543640.0,0.0,407480.0,108728.0,0.0,22,0.0,2.0,33.0,2.0,2.0,2.0,2.0,1.0,0.0,1,0,0,112,3
22731.0,22731.0,200000.0,0.0,200000.0,40000.0,200000.0,21,0.0,2.0,31.0,2.0,2.0,2.0,2.0,1.0,0.0,1,0,0,121,12
39527.0,39527.0,1220120.0,0.0,1220120.0,610060.0,0.0,17,2.0,2.0,30.0,2.0,2.0,2.0,2.0,2.0,0.0,1,0,0,203,2
60874.0,60874.0,0.0,0.0,0.0,0.0,0.0,14,2.0,3.0,29.0,3.0,3.0,3.0,3.0,1.0,1.0,1,0,0,32,3
64953.0,64953.0,0.0,0.0,0.0,0.0,0.0,12,2.0,3.0,35.0,3.0,3.0,3.0,3.0,1.0,0.0,1,0,0,108,11
80771.0,80771.0,350000.0,0.0,350000.0,116666.66666666667,350000.0,2,2.0,3.0,40.0,3.0,3.0,3.0,3.0,1.0,1.0,0,0,0,60,12
59000.0,63774.0,21415440.0,0.0,5250000.0,1259731.7647058824,0.0,16,0.0,2.0,25.0,2.0,3.0,2.176470588235294,3.0,4.0,0.0,1,1,1,475,12
38068.0,38068.0,0.0,0.0,0.0,0.0,0.0,23,0.0,2.0,30.0,2.0,2.0,2.0,2.0,1.0,0.0,1,0,0,131,8
38945.0,38945.0,1759840.0,0.0,757990.0,351968.0,0.0,10,0.0,1.0,33.0,1.0,1.0,1.0,1.0,2.0,0.0,1,0,0,515,5
42270.0,42270.0,0.0,0.0,0.0,0.0,0.0,12,0.0,1.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,56,3
68913.0,68913.0,544380.0,-150310.0,350310.0,68047.5,-150310.0,28,1.0,2.0,35.6,2.0,2.0,2.0,2.0,1.0,1.0,1,0,0,215,7
60332.0,60332.0,1252320.0,0.0,646120.0,250464.0,606200.0,23,1.0,2.0,30.0,2.0,2.0,2.0,2.0,2.0,1.0,0,1,0,108,12
67931.0,67931.0,0.0,0.0,0.0,0.0,0.0,4,0.0,1.0,38.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,106,1
57671.0,57671.0,4504880.0,0.0,1579610.0,563110.0,0.0,22,0.0,1.0,34.0,3.0,3.0,3.0,3.0,2.0,1.0,1,0,0,1162,8
102142.0,102142.0,4545450.0,0.0,1292370.0,378787.5,0.0,9,2.0,3.0,35.0,3.0,3.0,3.0,3.0,2.0,0.0,1,0,0,326,11
121259.0,121259.0,864350.0,0.0,864350.0,144058.33333333334,0.0,22,2.0,3.0,38.0,3.0,3.0,3.0,3.0,1.0,0.0,1,0,0,145,6
33927.0,33927.0,1927920.0,0.0,439330.0,214213.33333333334,330140.0,6,0.0,1.0,36.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,0,232,12
32663.0,32663.0,251810.0,0.0,150310.0,41968.333333333336,0.0,16,1.0,1.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,136,2
73769.0,73769.0,2167840.0,0.0,794250.0,240871.11111111112,0.0,13,1.0,2.0,52.0,3.0,3.0,3.0,3.0,1.0,0.0,1,0,0,993,9
50466.0,50466.0,13121470.0,0.0,1371520.0,546727.9166666666,611160.0,29,1.0,1.0,46.0,1.0,1.0,1.0,1.0,4.0,0.0,0,0,0,886,12
47160.0,47160.0,670440.0,-296040.0,966480.0,134088.0,-296040.0,10,0.0,1.0,42.0,1.0,1.0,1.0,1.0,2.0,1.0,1,0,0,101,10
89456.0,89456.0,0.0,0.0,0.0,0.0,0.0,19,0.0,3.0,32.0,3.0,3.0,3.0,3.0,1.0,1.0,0,0,0,65,12
31752.0,31752.0,12674940.0,0.0,2562070.0,528122.5,373220.0,1,1.0,1.0,46.0,3.0,3.0,3.0,3.0,3.0,0.0,0,0,0,1959,12
16477.0,16477.0,987400.0,0.0,258160.0,123425.0,0.0,11,0.0,1.0,22.0,1.0,1.0,1.0,1.0,2.0,0.0,1,0,0,272,9
144978.0,144978.0,40152720.0,266410.0,6977370.0,1673030.0,2092760.0,1,1.0,1.0,47.0,5.0,5.0,5.0,5.0,4.0,1.0,0,0,0,1770,12
67904.0,67904.0,150700.0,0.0,150700.0,21528.571428571428,0.0,27,0.0,3.0,42.0,3.0,3.0,3.0,3.0,1.0,1.0,1,0,0,176,9
71000.0,71000.0,557720.0,0.0,557720.0,139430.0,0.0,29,1.0,3.0,32.0,3.0,3.0,3.0,3.0,1.0,1.0,1,0,0,107,3
114258.0,114258.0,0.0,0.0,0.0,0.0,0.0,14,2.0,3.0,27.0,3.0,3.0,3.0,3.0,1.0,0.0,1,0,0,187,4
58885.0,58885.0,0.0,0.0,0.0,0.0,0.0,13,2.0,3.0,33.0,3.0,3.0,3.0,3.0,1.0,1.0,1,0,0,56,5
57406.0,57406.0,605760.0,0.0,398240.0,121152.0,207520.0,26,0.0,2.0,27.0,2.0,2.0,2.0,2.0,2.0,0.0,0,1,0,117,12
41401.0,41401.0,2184160.0,0.0,1243680.0,242684.44444444444,0.0,24,1.0,1.0,44.0,1.0,1.0,1.0,1.0,2.0,0.0,1,0,0,330,9
30847.0,30847.0,1221780.0,0.0,365310.0,174540.0,0.0,10,2.0,1.0,33.0,1.0,1.0,1.0,1.0,2.0,1.0,1,0,0,338,7
84085.0,84085.0,-70000.0,-70000.0,0.0,-23333.333333333332,0.0,28,1.0,3.0,33.0,3.0,3.0,3.0,3.0,1.0,0.0,1,0,0,302,3
60708.0,60708.0,436190.0,0.0,228500.0,72698.33333333333,0.0,6,1.0,2.0,38.0,2.0,2.0,2.0,2.0,1.0,1.0,0,0,0,144,12
39990.0,39990.0,2928710.0,0.0,1896870.0,366088.75,0.0,28,1.0,2.0,38.0,2.0,2.0,2.0,2.0,2.0,0.0,1,0,0,198,8
79086.0,79086.0,2620360.0,-250000.0,1031780.0,238214.54545454544,0.0,19,1.0,2.0,38.0,3.0,3.0,3.0,3.0,2.0,1.0,1,0,0,2203,11
43165.0,43165.0,0.0,0.0,0.0,0.0,0.0,20,2.0,2.0,27.0,2.0,2.0,2.0,2.0,1.0,0.0,1,0,0,62,7
46858.0,46858.0,873110.0,0.0,329610.0,174622.0,0.0,23,2.0,1.0,44.0,1.0,1.0,1.0,1.0,2.0,1.0,1,0,0,276,5
76904.0,76904.0,190550.0,0.0,190550.0,63516.666666666664,190550.0,27,0.0,3.0,32.0,3.0,3.0,3.0,3.0,1.0,0.0,0,0,0,51,12
98877.0,98877.0,1517680.0,0.0,950720.0,379420.0,950720.0,22,0.0,3.0,28.0,3.0,3.0,3.0,3.0,2.0,0.0,0,1,0,78,12
47009.0,47009.0,0.0,0.0,0.0,0.0,0.0,10,0.0,1.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,92,1
33459.0,33459.0,6570070.0,0.0,2128020.0,938581.4285714285,370410.0,28,0.0,2.0,42.0,2.0,2.0,2.0,2.0,4.0,0.0,0,1,0,180,12
34827.0,34827.0,0.0,0.0,0.0,0.0,0.0,21,2.0,1.0,48.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,341,1
51850.0,51850.0,0.0,0.0,0.0,0.0,0.0,14,1.0,2.0,32.0,2.0,2.0,2.0,2.0,1.0,0.0,1,0,0,32,12
72253.0,72253.0,13939940.0,0.0,1383870.0,580830.8333333334,555880.0,9,1.0,1.0,38.0,2.0,2.0,2.0,2.0,3.0,0.0,0,1,0,1678,12
65901.0,65901.0,0.0,0.0,0.0,0.0,0.0,22,1.0,2.0,35.0,2.0,2.0,2.0,2.0,1.0,0.0,1,0,0,115,11
29807.0,29807.0,122040.0,0.0,122040.0,61020.0,0.0,16,1.0,1.0,24.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,237,2
24150.0,24150.0,340560.0,97020.0,140630.0,113520.0,97020.0,12,2.0,1.0,40.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,305,3
21933.0,21933.0,0.0,0.0,0.0,0.0,0.0,28,2.0,1.0,27.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,75,11
75112.0,75112.0,1847280.0,0.0,1847280.0,369456.0,0.0,13,1.0,3.0,35.0,3.0,3.0,3.0,3.0,3.0,0.0,1,1,0,110,6
85172.0,85172.0,0.0,0.0,0.0,0.0,0.0,9,1.0,2.0,36.0,2.0,2.0,2.0,2.0,1.0,0.0,1,0,0,74,10
45288.0,45288.0,0.0,0.0,0.0,0.0,0.0,15,0.0,2.0,41.0,2.0,2.0,2.0,2.0,1.0,0.0,0,0,0,1,12
61913.0,61913.0,0.0,0.0,0.0,0.0,0.0,20,0.0,3.0,34.0,3.0,3.0,3.0,3.0,1.0,1.0,1,0,0,76,7
29013.0,29013.0,24273480.0,202150.0,3569300.0,1011395.0,1198920.0,17,0.0,1.0,39.0,3.0,3.0,3.0,3.0,4.0,0.0,0,0,0,1685,12
89602.0,89602.0,950170.0,0.0,500000.0,190034.0,0.0,15,0.0,4.0,30.0,4.0,4.0,4.0,4.0,1.0,0.0,1,0,0,109,1
31547.0,31547.0,1419720.0,0.0,430530.0,236620.0,0.0,17,0.0,1.0,31.0,2.0,2.0,2.0,2.0,2.0,0.0,1,1,0,364,6
148588.0,148588.0,1472800.0,0.0,1156400.0,133890.9090909091,0.0,22,1.0,5.0,38.0,5.0,5.0,5.0,5.0,2.0,1.0,1,0,0,384,11
47211.0,47211.0,0.0,0.0,0.0,0.0,0.0,21,1.0,1.0,30.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,91,10
118363.0,118363.0,1602380.0,434000.0,1168380.0,801190.0,1168380.0,26,1.0,2.0,27.0,3.0,3.0,3.0,3.0,2.0,0.0,1,0,0,510,2
41046.0,41046.0,0.0,0.0,0.0,0.0,0.0,9,1.0,1.0,41.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,244,3
45832.0,45832.0,0.0,0.0,0.0,0.0,0.0,22,1.0,1.0,26.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,61,9
30121.0,30121.0,6278140.0,0.0,2197090.0,448438.5714285714,150460.0,4,1.0,1.0,44.0,1.0,1.0,1.0,1.0,4.0,1.0,1,0,0,926,2
35793.0,35793.0,0.0,0.0,0.0,0.0,0.0,25,2.0,1.0,38.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,287,4
100064.0,100064.0,0.0,0.0,0.0,0.0,0.0,2,1.0,3.0,36.0,3.0,3.0,3.0,3.0,1.0,0.0,1,0,0,63,1
25731.0,25731.0,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,29.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,117,9
106171.0,106171.0,10395250.0,0.0,2000000.0,577513.8888888889,0.0,26,0.0,1.0,37.0,4.0,4.0,4.0,4.0,3.0,1.0,1,0,0,504,11
76307.0,76307.0,0.0,0.0,0.0,0.0,0.0,21,2.0,2.0,25.0,2.0,2.0,2.0,2.0,1.0,1.0,1,0,0,78,1
35283.0,35283.0,1154620.0,0.0,1053880.0,230924.0,0.0,18,1.0,1.0,31.0,1.0,1.0,1.0,1.0,2.0,0.0,1,0,0,426,5
33057.0,33057.0,12087570.0,0.0,1959300.0,805838.0,597400.0,15,2.0,2.0,26.0,2.0,2.0,2.0,2.0,4.0,0.0,0,0,0,422,12
38409.0,38409.0,5239360.0,-582010.0,1394770.0,436613.3333333333,-582010.0,14,2.0,2.0,34.0,2.0,2.0,2.0,2.0,4.0,0.0,1,0,0,580,12
91458.0,91458.0,1987680.0,0.0,1987680.0,397536.0,0.0,7,2.0,3.0,35.0,3.0,3.0,3.0,3.0,2.0,0.0,1,0,0,121,11
56242.0,56242.0,3466180.0,0.0,2564590.0,495168.5714285714,0.0,23,1.0,2.0,44.0,2.0,2.0,2.0,2.0,3.0,1.0,1,0,0,312,7
101395.0,101395.0,5365850.0,0.0,1464980.0,766550.0,0.0,6,2.0,2.0,41.0,3.0,3.0,3.0,3.0,4.0,1.0,1,0,0,602,7
56174.0,56174.0,19866290.0,119860.0,2134290.0,827762.0833333334,706010.0,28,0.0,1.0,39.0,3.0,3.0,3.0,3.0,4.0,0.0,0,1,0,2364,12
22065.0,22065.0,2970500.0,0.0,1567420.0,594100.0,0.0,21,1.0,1.0,39.0,1.0,1.0,1.0,1.0,3.0,1.0,1,0,0,279,5
27889.0,27889.0,19580.0,-273920.0,293500.0,3916.0,0.0,13,0.0,1.0,31.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,222,5
21276.0,21276.0,0.0,0.0,0.0,0.0,0.0,15,0.0,1.0,34.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,90,8
43053.0,43053.0,600000.0,0.0,600000.0,100000.0,0.0,4,1.0,1.0,31.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,170,6
36637.0,36637.0,550000.0,-109200.0,199000.0,61111.11111111111,-109200.0,7,0.0,2.0,23.0,2.0,2.0,2.0,2.0,1.0,1.0,1,0,0,356,9
24490.0,24490.0,1616780.0,0.0,823030.0,323356.0,0.0,11,2.0,1.0,36.2,1.0,1.0,1.0,1.0,2.0,1.0,1,0,0,341,5
95694.0,95694.0,0.0,0.0,0.0,0.0,0.0,29,1.0,2.0,34.0,4.0,4.0,4.0,4.0,1.0,0.0,1,0,0,494,11
26926.0,26926.0,0.0,0.0,0.0,0.0,0.0,17,2.0,3.0,30.0,3.0,3.0,3.0,3.0,1.0,1.0,0,0,0,26,12
25832.0,25832.0,866320.0,0.0,679020.0,123760.0,0.0,22,2.0,1.0,32.0,1.0,1.0,1.0,1.0,2.0,0.0,1,0,0,171,7
43263.0,43263.0,903800.0,0.0,610420.0,129114.28571428571,0.0,23,2.0,1.0,26.4,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,181,5
62199.0,62199.0,903160.0,0.0,903160.0,225790.0,0.0,21,2.0,2.0,34.0,2.0,2.0,2.0,2.0,2.0,1.0,1,0,0,81,7
82120.0,82120.0,2416570.0,0.0,621040.0,302071.25,0.0,1,0.0,1.0,29.0,3.0,3.0,3.0,3.0,2.0,0.0,1,0,0,975,8
20922.0,20922.0,151600.0,0.0,151600.0,30320.0,0.0,26,1.0,2.0,34.0,2.0,2.0,2.0,2.0,1.0,0.0,1,0,0,121,3
36483.0,36483.0,2516690.0,0.0,450000.0,179763.57142857142,263920.0,12,0.0,2.0,34.0,2.0,2.0,2.0,2.0,2.0,0.0,0,0,0,383,12
108051.0,108051.0,121980.0,0.0,121980.0,11089.09090909091,0.0,1,0.0,4.0,36.0,4.0,4.0,4.0,4.0,1.0,1.0,1,0,0,360,11
63380.0,63380.0,10666090.0,0.0,4165680.0,820468.4615384615,803360.0,11,2.0,3.0,27.0,3.0,3.0,3.0,3.0,4.0,1.0,0,0,0,349,12
66952.0,66952.0,2412240.0,0.0,742520.0,268026.6666666667,0.0,9,1.0,3.0,37.0,3.0,3.0,3.0,3.0,2.0,1.0,0,0,0,236,12
